"UNSPSC_v5_0301";"Translation_German_5_0301";"English_Titles_ 5_0301"
"30101922";"Graphit Spirale";"Graphite coil"
"30102000";"Folie";"Foil"
"30102001";"Folie aus Eisenlegierungen";"Ferrous alloy foil"
"30102002";"Folie aus Nichteisenlegierungen";"Non ferrous alloy foil"
"30102003";"Folie aus Eisen";"Iron foil"
"30102004";"Folie aus Stahl";"Steel foil"
"30102005";"Folie aus Rostfreistahl";"Stainless steel foil"
"30102006";"Folie aus Aluminum";"Aluminum foil"
"30102007";"Folie aus Magnesium";"Magnesium foil"
"30102008";"Folie aus Titan";"Titanium foil"
"30102009";"Folie aus Kupfer";"Copper foil"
"30102010";"Folie aus Blech";"Brass foil"
"30102011";"Folie aus Bronze";"Bronze foil"
"30102012";"Folie aus Zink";"Zinc foil"
"30102013";"Folie aus Zinn";"Tin foil"
"30102014";"Folie aus Blei";"Lead foil"
"30102015";"Folie aus Plastik";"Plastic foil"
"30102200";"Platte";"Plate"
"30102201";"Platte aus Eisenlegierungen";"Ferrous alloy plate"
"30102202";"Platte aus Nichteisenlegierungen";"Non ferrous plate"
"30102203";"Platte aus Eisen";"Iron plate"
"30102204";"Platte aus Stahl";"Steel plate"
"30102205";"Platte aus Rostfreistahl";"Stainless steel plate"
"30102206";"Platte aus Aluminum";"Aluminum plate"
"30102207";"Platte aus Magnesium";"Magnesium plate"
"30102208";"Platte aus Titan";"Titanium plate"
"30102209";"Platte aus Kupfer";"Copper plate"
"30102210";"Platte aus Blech";"Brass plate"
"30102211";"Platte aus Bronze";"Bronze plate"
"30102212";"Platte aus Zink";"Zinc plate"
"30102213";"Platte aus Zinn";"Tin plate"
"30102214";"Platte aus Blei";"Lead plate"
"30102215";"Platte aus Plastik";"Plastic plate"
"30102216";"Platte aus Gummi";"Rubber plate"
"30102217";"Platte aus Beton";"Concrete plate"
"30102218";"Platte aus Edelmetalle";"Precious metal plate"
"30102219";"Unmetallische Platten";"Non metallic plates"
"30102300";"Profilen";"Profiles"
"30102301";"Profilen aus Eisenlegierungen";"Ferrous alloy profiles"
"30102302";"Profilen aus Nichteisenlegierungen";"Non ferrous alloy profiles"
"30102303";"Profilen aus Eisen";"Iron profiles"
"30102304";"Profilen aus Stahl";"Steel profiles"
"30102305";"Profilen aus Rostfreistahl";"Stainless steel profiles"
"30102306";"Profilen aus Aluminum";"Aluminum profiles"
"30102307";"Profilen aus Magnesium";"Magnesium profiles"
"30102308";"Profilen aus Titan";"Titanium profiles"
"30102309";"Profilen aus Kupfer";"Copper profiles"
"30102310";"Profilen aus Blech";"Brass profiles"
"30102311";"Profilen aus Bronze";"Bronze profiles"
"30102312";"Profilen aus Zink";"Zinc profiles"
"30102313";"Profilen aus Zinn";"Tin profiles"
"30102314";"Profilen aus Blei";"Lead profiles"
"30102315";"Profilen aus Plastik";"Plastic profiles"
"30102316";"Profilen aus Gummi";"Rubber profiles"
"30102400";"Stange";"Rod"
"30102401";"Stangen aus Eisenlegierungen";"Ferrous alloy rods"
"30102402";"Stangen aus Nichteisenlegierungen";"Non ferrous alloy rods"
"30102403";"Stangen aus Eisen";"Iron rods"
"30102404";"Stangen aus Stahl";"Steel rods"
"30102405";"Stangen aus Rostfreistahl";"Stainless steel rods"
"30102406";"Stangen aus Aluminum";"Aluminum rods"
"30102407";"Stangen aus Magnesium";"Magnesium rods"
"30102408";"Stangen aus Titan";"Titanium rods"
"30102409";"Stangen aus Kupfer";"Copper rods"
"30102410";"Stangen aus Blech";"Brass rods"
"30102411";"Stangen aus Bronze";"Bronze rods"
"30102412";"Stangen aus Zink";"Zinc rods"
"30102413";"Stangen aus Zinn";"Tin rods"
"30102414";"Stangen aus Blei";"Lead rods"
"30102415";"Stangen aus Plastik";"Plastic rods"
"30102416";"Stangen aus Gummi";"Rubber rods"
"30102500";"Blech";"Sheet"
"30102501";"Blech aus Eisenlegierungen";"Ferrous alloy sheet"
"30102502";"Blech aus Nichteisenlegierungen";"Non ferrous alloy sheet"
"30102503";"Blech aus Eisen";"Iron sheet"
"30102504";"Blech aus Stahl";"Steel sheet"
"30102505";"Blech aus Rostfreistahl";"Stainless steel sheet"
"30102506";"Blech aus Aluminum";"Aluminum sheet"
"30102507";"Blech aus Magnesium";"Magnesium sheet"
"30102508";"Blech aus Titan";"Titanium sheet"
"30102509";"Blech aus Kupfer";"Copper sheet"
"30102510";"Blech aus Blech";"Brass sheet"
"30102511";"Blech aus Bronze";"Bronze sheet"
"30102512";"Blech aus Zink";"Zinc sheet"
"30102513";"Blech aus Zinn";"Tin sheet"
"30102514";"Blech aus Blei";"Lead sheet"
"30102515";"Blech aus Plastik";"Plastic sheet"
"30102516";"Blech aus Gummi";"Rubber sheet"
"30102517";"Blech aus Armour";"Armor sheet"
"30102518";"Blech aus Beryllium";"Beryllium alloy sheet"
"30102519";"Zusammengestezte Metall Blech";"Composite metal sheet"
"30102520";"Blech aus Nickel";"Nickel sheet"
"30102521";"Blech aus Schaum Gummi";"Foam Rubber Sheet"
"30102522";"Kork und Gummi Blech";"Cork and rubber sheet"
"30102523";"Druckfiberblech";"Compressed fiber sheet"
"30102524";"Druckfiberblech mit Metall";"Metal inserted compressed fiber sheet"
"30102525";"Blech aus Fiber und Gummi";"Fiber and rubber sheet"
"30102600";"Streife";"Strip"
"30102601";"Streife aus Eisenlegierungen";"Ferrous alloy strip"
"30102602";"Streife aus Nichteisenlegierungen";"Non ferrous alloy strip"
"30102603";"Streife aus Eisen";"Iron strip"
"30102604";"Streife aus Stahl";"Steel strip"
"30102605";"Streife aus Rostfreistahl";"Stainless steel strip"
"30102606";"Streife aus Aluminum";"Aluminum strip"
"30102607";"Streife aus Magnesium";"Magnesium strip"
"30102608";"Streife aus Titan";"Titanium strip"
"30102609";"Streife aus Kupfer";"Copper strip"
"30102610";"Streife aus Blech";"Brass strip"
"30102611";"Streife aus Bronze";"Bronze strip"
"30102612";"Streife aus Zink";"Zinc strip"
"30102613";"Streife aus Zinn";"Tin strip"
"30102614";"Streife aus Blei";"Lead strip"
"30102615";"Streife aus Plastik";"Plastic strip"
"30102616";"Streife aus Gummi";"Rubber strip"
"30102800";"Anhäufen";"Piling"
"30102801";"Aluminum";"Aluminum pilings"
"30102802";"Beton";"Concrete pilings"
"30102803";"Stahl";"Steel pilings"
"30102900";"Posten";"Post"
"30102901";"Posten aus Zement und Beton";"Cement or concrete posts"
"30102903";"Posten aus Metall";"Metal posts"
"30103000";"Stiel";"Shafting"
"30103001";"Stahl Stiel";"Steel shafting"
"30103002";"Rostfrei Stahl Stiel";"Stainless steel shafting"
"30103100";"Gleise";"Rails"
"30103101";"Gleis aus Stahl";"Steel rail"
"30103102";"Gleis aus Aluminum";"Aluminum rail"
"30103103";"Gleis aus Metall";"Metal rail"
"30103200";"Gitterwerk";"Grating"
"30103201";"Gitter aus Stahl";"Steel grating"
"30103202";"Gitter aus Rostfrei Stahl";"Stainless steel grating"
"30103203";"Gitter aus Aluminum";"Aluminum grating"
"30103204";"Gitter aus Fiberglass";"Fiberglass grating"
"30103205";"Gitter aus Eisen";"Iron grating"
"30103300";" Barren/Blöcke";"Billets"
"30103301";"Quartier aus Aluminum";"Aluminum billet"
"30103302";"Quartier aus Blech";"Brass billet"
"30103303";"Quartier aus Bronze";"Bronze billets"
"30103304";"Quartier aus Kupfer";"Copper billets"
"30103305";"Quartier aus Blech";"Lead billets"
"30103306";"Quartier aus Zink";"Zinc billets"
"30103307";"Quartier aus Stahl";"Steel billets"
"30103308";"Quartier aus Titan";"Titanium billets"
"30103309";"Quartier aus Magnesium";"Magnesium billets"
"30103310";"Quartier aus Edelmetalle";"Precious metal billets"
"30103311";"Quartier aus Nichteisenlegierungen";"Non ferrous metal billets"
"30103312";"Quartier aus Eisenlegierungen";"Ferrous metal billets"
"30103313";"Unmetallische Quartier";"Non metallic billets"
"30103400";"Zaine";"Ingots"
"30103401";"Barren aus Aluminum";"Aluminum ingots"
"30103402";"Barren aus Blech";"Brass ingots"
"30103403";"Barren aus Blei";"Lead ingots"
"30103404";"Barren aus Zink";"Zinc ingots"
"30103405";"Barren aus Stahl";"Steel ingots"
"30103406";"Barren aus Magnesium";"Magnesium ingots"
"30103407";"Barren aus Bronze";"Bronze ingots"
"30103408";"Barren aus Kupfer";"Copper ingots"
"30103409";"Barren aus Titan";"Titanium ingots"
"30103410";"Barren aus Edelmetalle";"Precious metal ingots"
"30103411";"Barren aus Eisenlegierungen";"Ferrous alloy extrusion ingots"
"30103412";"Barren aus Nichteisenlegierungen";"Non ferrous alloy extrusion ingots"
"30103413";"Unmetallische Barren";"Non metallic ingots"
"30103500";"Bienenwabekern";"Honeycomb core"
"30103501";"Bienenwabekern aus Aluminum";"Aluminum honeycomb core"
"30103502";"Bienenwabekern aus Magnesium";"Magnesium honeycomb core"
"30103503";"Bienenwabekern aus Schaum";"Foam honeycomb core"
"30103504";"Bienenwabekern aus Plastik";"Plastic honeycomb core"
"30103505";"Bienenwabekern aus Holz";"Wooden honeycomb core"
"30103506";"Bienenwabekern aus eisenhaltiges Metall";"Ferrous metal honeycomb core"
"30103507";"Bienenwabekern aus Bronze";"Bronze honeycomb core"
"30103508";"Bienenwabekern aus Kupfer";"Copper honeycomb core"
"30103509";"Bienenwabekern aus Stahl";"Steel honeycomb core"
"30103510";"Bienenwabekern aus Blech";"Lead honeycomb core"
"30103511";"Bienenwabekern aus Zink";"Zinc honeycomb core"
"30103512";"Bienenwabekern ausTitan";"Titanium honeycomb core"
"30103513";"Bienenwabekern aus Blech";"Brass honeycomb core"
"30103514";"Bienenwabekern nicht aus eisenhaltiges Metall";"Non ferrous metal honeycomb core"
"30103515";"Bienenwabekern aus Edelmetalle";"Precious metal honeycomb core"
"30103600";"Strukturische Produkte";"Structural products"
"30103601";"Holzbalken";"Wood beams"
"30103602";"Mit Holz zusammen gesetzte Balken";"Wood composite beams"
"30103603";"Rahmenbauholz";"Framing lumber"
"30103604";"Holzverschalung oder Scheiben";"Wood sheathing or sheets"
"30103605";"Holzplanken";"Wood planks"
"30103606";"Holzgespärren/Dachsparren/Dachbalken";"Wood trusses"
"30103607";"Holzdeckenträger";"Wood joists"
"30103700";"Litze";"Braid"
"30103701";"Rostfrei Stahl Litze";"Stainless steel braid"
"30110000";"Beton und Zement und Pflaster";"Concrete and cement and plaster"
"30111500";"Beton und Mörtele";"Concrete and mortars"
"30111501";"Schaumbeton";"Foamed concrete"
"30111502";"Klebebeton";"Conductive concrete"
"30111503";"Isolierte Beton";"Insulating concrete"
"30111504";"Mörtele";"Mortars"
"30111600";"Zement und Kalk";"Cement and lime"
"30111601";"Zement";"Cement"
"30111602";"Chloren Kalk";"Chlorinated lime"
"30111603";"Hydraulik Kalk";"Hydraulic lime"
"30111604";"Hydratisierte Kalk";"Hydrated lime"
"30111605";"Mager Kalk";"Lean lime"
"30111700";"Pflastern";"Plasters"
"30111701";"Gipspflaster";"Gypsum plaster"
"30120000";"Straßen und Landschaft";"Roads and landscape"
"30121500";"Steinableitungen";"Bituminous derivatives"
"30121501";"Kohl Teer";"Coal tar"
"30121502";"Teere";"Tars"
"30121503";"Cresote";"Cresote"
"30121600";"Asphalte";"Asphalts"
"30121601";"Asphalt";"Asphalt"
"30121602";"Schräge/Steigung";"Pitch"
"30121603";"Gibsonit";"Gilsonite"
"30121604";"Beschneidene Produkte";"Cutback products"
"30121605";"Kanalerahmen mit Decken";"Manhole frames with covers"
"30130000";"Strukturische Bauprodukte";"Structural building products"
"30131500";"Blöcke";"Blocks"
"30131501";"Blöcke aus Zement";"Cement blocks"
"30131502";"Blöcke aus Beton";"Concrete blocks"
"30131503";"Blöcke aus Stein";"Stone blocks"
"30131504";"Blöcke aus Keramik";"Ceramic blocks"
"30131600";"Bausteine";"Bricks"
"30131601";"Bausteine aus Zement";"Cement bricks"
"30131602";"Bausteine aus Keramik";"Ceramic bricks"
"30131603";"Bausteine aus Beton";"Concrete bricks"
"30131604";"Bausteine aus Stein";"Stone bricks"
"30131700";"Ziegelsteine und Platten";"Tiles and flagstones"
"30131701";"Ziegelsteine oder Platten aus Zement";"Cement tiles or flagstones"
"30131702";"Ziegelsteine oder Platten aus Keramik";"Stone tiles or flagstones"
"30131703";"Ziegelsteine oder Platten aus Beton";"Concrete tiles or flagstones"
"30131704";"Ziegelsteine oder Platten aus Stein";"Ceramic tiles or flagstones"
"30140000";"Isolierung";"Insulation"
"30141500";"Thermische Isolierung";"Thermal insulation"
"30141501";"Wetterausschalung";"Weather stripping"
"30141502";"Isolierungdecken";"Insulation blankets"
"30141503";"Schaum Isolierung";"Foam insulation"
"30141504";"Isolierungsbatterien";"Insulation batts"
"30141505";"Thermische Isolierungsmanschette";"Thermal insulation sleeving"
"30141506";"Losfüllenisolierung";"Loose fill insulation"
"30141507";"Starrbrettisolierung";"Rigid board insulation"
"30141508";"Fiber Isolierung";"Fiber insulation"
"30141509";"Feuer feste";"Refractories"
"30141600";"Spezialität Isolierung";"Specialty insulation"
"30141601";"Isolierung";"Acoustical insulation"
"30141602";"Unthermische Isolierungsmanschette";"Non thermal insulation sleeving"
"30141603";"Hitzeschilde";"Heat Shields"
"30150000";"Außenglänzenstoffe";"Exterior finishing materials"
"30151500";"Deckungsstoffe";"Roofing materials"
"30151501";"Roldeckungen";"Roll roofing"
"30151502";"Dachkehlungen";"Roof valleys"
"30151503";"Dachmaterialle";"Roofing fabrics"
"30151504";"Dachfilzpappen";"Roofing felts"
"30151505";"Kunststoffdach/deckung";"Roofing membranes"
"30151506";"Deckungsfliesen/platten";"Roofing tiles"
"30151507";"Schindel";"Shakes"
"30151508";"Dachschindeln";"Shingles"
"30151509";"Gespärren";"Trusses"
"30151510";"Schieferplatte";"Slate roofing"
"30151600";"Deckungszubehöre";"Roofing accessories"
"30151601";"Ladenschild";"Fascia"
"30151602";"Ansclüße";"Flashings"
"30151603";"Kiesleiste";"Gravel stops"
"30151604";"Dachbrüste";"Roofing brushes"
"30151605";"Dachabflüßröhre";"Roofing drains"
"30151606";"Dachmopen";"Roofing mops"
"30151607";"Dachentlüftern";"Roofing vents"
"30151608";"Untersichten";"Soffits"
"30151700";"Regenrinnen und Zubehöre";"Rain gutters and accessories"
"30151701";"Ablaufröhre";"Downspouts"
"30151702";"Tropfhüte";"Drip caps"
"30151703";"Rinnen";"Gutters"
"30151704";"Spritzblöcke";"Splashblocks"
"30151800";"Wandbeschlage und Außenwandbaustoffe";"Siding and exterior wall materials"
"30151801";"Absclüße";"Shutters"
"30151802";"Wandbeschlag";"Siding"
"30151803";"Wandbeschlagstumpfstöße";"Siding butt joints"
"30151804";"Wandbeschlagecken";"Siding corners"
"30151805";"Zement";"Stucco"
"30151806";"Glasvorhangwand";"Glass curtainwalling"
"30151900";"Glänzenstoffe und Produkte";"Finishing materials and products"
"30151901";"Sonnensegeln";"Awnings"
"30151902";"Außenzurichtungsstoffe";"Exterior trim materials"
"30152000";"Einzäunung";"Fencing"
"30152001";"Einzäunung aus Metall";"Metal fencing"
"30152002";"Einzäunung aus Holz";"Wood fencing"
"30152100";"Oberfläche";"Surface"
"30152101";"Schrotstahl";"Shot steel"
"30160000";"Innenglänzenstoffe";"Interior finishing materials"
"30161500";"Wandgnadenstoffe";"Wall finishing materials"
"30161501";"Wandtafel";"Wallboard"
"30161502";"Tapeten";"Wallpapers"
"30161503";"Trockenbauwand";"Drywall"
"30161504";"Eckeschutz";"Corner guards"
"30161505";"Blechen und Täfelung";"Panels or paneling"
"30161507";"Trockenbauwand Gelenkkomponenten";"Drywall joint compounds"
"30161600";"Deckungsstoffe";"Ceiling materials"
"30161601";"Akustische Deckenziegel";"Acoustic ceiling tiles"
"30161602";"Deckentafel";"Ceiling panels"
"30161603";"Pan";"Coffers"
"30161604";"Hängende Dachsystemen";"Suspended ceiling systems"
"30161700";"Fußbodenbelag";"Flooring"
"30161701";"Teppiche";"Carpeting"
"30161702";"Holzfußbodenbelag";"Wood flooring"
"30161703";"Linoleum";"Linoleum"
"30161705";"Gummifußbodenbelag";"Rubber flooring"
"30161706";"Stein und Ziegelfußbodenbelag";"Stone or tile flooring"
"30161707";"Vinylfußbodenbelag";"Vinyl flooring"
"30161708";"Knotige Teppiche";"Knotted carpeting"
"30161709";"Büschelige Teppiche";"Tufted carpeting"
"30161710";"Laminierte Fußbodenbelag";"Laminate flooring"
"30161711";"AußenTeppiche";"Outdoor carpeting"
"30161712";"Fußbodenbelag";"Flooring joists"
"30161713";"Teppichpolster";"Carpet pads"
"30161714";"Kork Fußbodenbelag";"Cork flooring"
"30161800";"Schränke";"Cabinetry"
"30161801";"Kabinette";"Cabinets"
"30161802";"Ladentischköpfe";"Countertops"
"30161900";"Gießen und Verarbeitungsarbeit";"Molding and millwork"
"30161901";"Jalousien";"Louvers"
"30161902";"Säulen";"Columns"
"30161903";"Scheuerleisten";"Wainscoting"
"30161904";"Gesims";"Cornices"
"30161905";"Türumgebung";"Door surrounds"
"30161906";"Simswerk";"Molding"
"30161907";"Treppen";"Stairs"
"30161908";"Treppenteile";"Stair parts"
"30170000";"Türen und Fenster und Glas";"Doors and windows and glass"
"30171500";"Türen";"Doors"
"30171501";"Glastüren";"Glass doors"
"30171502";"Schirmtür";"Screen doors"
"30171503";"Rolltüren";"Rolling doors"
"30171504";"Holztüren";"Wooden doors"
"30171505";"Metalltüren";"Metal doors"
"30171506";"Sturmtüren";"Storm doors"
"30171507";"Türrahmen";"Door frames"
"30171508";"Taschentür";"Pocket doors"
"30171509";"Drehtüren";"Revolving doors"
"30171600";"Fenster";"Windows"
"30171604";"Doppel gehängte Fenster";"Double hung windows"
"30171605";"Einzel gehänte Fenster";"Single hung windows"
"30171606";"Flügel Fenster";"Casement windows"
"30171607";"Waagerecht Gleidfenster";"Horizontal slider windows"
"30171608";"Kipp oder Kämpfer(Riegel)";"Tilt or transom windows"
"30171609";"Feste Fenster";"Fixed windows"
"30171610";"Jochfenster";"Bay windows"
"30171611";"Gebogene Fenster";"Bow windows"
"30171612";"Projektierte Fenster";"Projected windows"
"30171613";"Fensterwände";"Window walls"
"30171614";"Fensterschirme";"Window screens"
"30171700";"Glas Produkte";"Glass products"
"30171701";"Pflasterblöcke";"Paving blocks"
"30171703";"Abgeschrägenes Glas";"Beveled glass"
"30171704";"Bleiglas";"Leaded glass"
"30171705";"Verbundglas";"Laminated glass"
"30171706";"Hartglas";"Tempered glass"
"30171707";"Sicherheitsglas";"Safety glass"
"30171708";"Glattglas";"Float glass"
"30171709";"Drahtglas";"Wired glass"
"30171800";"Oberlichter";"Skylights"
"30171801";"Feste Oberlichter";"Fixed skylights"
"30171802";"Äußerte Oberlichter";"Vented skylights"
"30171803";"Rohr Oberlichter";"Tube skylights"
"30171900";"Fensterrahmen";"Window frames"
"30171901";"Doppel gehängte Fensterrahmen";"Double hung window frames"
"30171902";"Einzel gehänte Fensterrahmen";"Single hung window frames"
"30171903";"Flügel Fensterrahmen";"Casement window frames"
"30171904";"Waagerecht Gleidfensterrahmen";"Horizontal slider window frames"
"30171905";"Kipp oder Querprosse Fensterrahmen";"Tilt or transom window frames"
